epsilon,tracs_d,strawman,tracs_c
2,3.02967766176523,2.4683093345229974,2.573017826257317
4,2.3795333538539976,2.2071983510310904,1.813666906469845
6,1.7690387240380563,2.0999296380975343,1.2148665618397607
8,1.2485668050832284,2.019741348948123,0.787122175222299
10,0.9000280665975209,1.9746806787917963,0.502944022316658
