epsilon,tracs_d,strawman,tracs_c
2,1.4511346919423675,1.2575197291902416,3.086815846591295
4,0.9788661828719499,0.947765834818288,2.114423221709291
6,0.684255246069728,0.7060628128057089,1.3630763483722053
8,0.499274468416659,0.5471024561092059,0.8498965866665458
10,0.35911179210491906,0.43176962513798683,0.550942178287391
